SITE_ID,VISIT_NO,YEAR,ECOWSA9_2015,COMID,UID,REALM,prk3RRT_NRSA1314,SITE,CONPATTERN,W1_HAG,W1_HALL,W1_HNOAG,W1H_CROP,DATE_COL,STATE,VALXSITE,LAT_DD83,LON_DD83,GREAT_RIVER,XSLOPE_use,XWIDTH_use,Lpt01_XCMGW,Lpt01_XFC_NAT,LRBS_use,RDIST_COND,LRBS_Cond_use,LOE_RBS_use,LXCMGW_Cond_use,LOE_XCMGW_use,LXFC_NAT_Cond_use,LOE_XFC_NAT_use,Qbkf_cl,LQbkf_cl,Qbkf_kmcl,LQbkf_kmcl,QLow_cl,LQLow_cl,QLow_kmcl,LQLow_kmcl,LOE_QLow_cl,LOE_Qbkf_cl
TNRO-1014,1,2014,SAP,19678281,147662,BOATABLE,S,147662,SINGLE,0.272740909,0.828324242,0.555583333,0.272740909,7/25/2014,TN,BOATABLE,35.21876,-84.6515,,0.006561249,60.90909091,0.141093298,-0.332122725,-2.005897912,2 Medi,Poor,-2.447277912,Good,0.114113298,Good,0.520750886,42.21670872,1.625484372,0.011990318,-1.921169306,8.24435238,0.916156546,0.002341547,-2.630497132,-0.300045007,-0.339428842
TNRO-1015,1,2014,SAP,19516768,151152,BOATABLE,T,151152,SINGLE,0.063495238,0.677158874,0.613663636,0.063495238,8/18/2014,TN,BOATABLE,35.69164,-87.22675,,0.009139932,40.81818182,0.025771198,-0.970739234,-1.615362663,2 Medi,Poor,-2.056742663,Good,-0.001208802,Medi,-0.154022029,,,,,,,,,,
TNRO-1017,1,2014,SAP,19484978,154301,BOATABLE,S,154301,SINGLE,0.439404545,1.280331818,0.840927273,0,9/16/2014,TN,BOATABLE,36.21187,-82.97925,,0.042010629,11.90909091,0.011589665,-0.634852504,-1.016923795,2 Medi,Poor,-1.458303795,Good,-0.015390335,Good,0.142087915,7.836855581,0.894141844,0.0162927,-1.788006935,0.232323867,-0.633906173,0.000482998,-3.316054951,-0.977303579,-0.530369358
TNS9-0919,1,2014,SAP,19722605,149131,WADEABLE,T,149131,SINGLE,0.363654545,0.530322727,0.166668182,0.363654545,8/4/2014,TN,WADEABLE,35.39696,-84.27656,,0.089333333,23.58333333,0.226013734,-0.528175086,-0.494287844,2 Medi,Medi,-0.992189622,Good,0.138631176,Good,0.048943143,18.97843943,1.278260498,0.054527096,-1.263387628,0.781179192,-0.107249334,0.002244412,-2.64889746,-0.308797282,-0.058423746
TNS9-0919,2,2014,SAP,19722605,152313,WADEABLE,T,152313,SINGLE,0.060609091,0.060609091,0,0.060609091,8/20/2014,TN,WADEABLE,35.39696,-84.27656,,0.062666667,27.25833333,0.204982779,-0.46620484,-0.736343723,1 Low,Poor,-1.234245501,Good,0.117600221,Good,0.110913389,12.29505383,1.089730435,0.035325011,-1.451917692,0.825795259,-0.083127615,0.002372599,-2.624775742,-0.284675564,-0.246953809
TNS9-0920,1,2014,CPL,7485744,146593,WADEABLE,T,146593,SINGLE,0.71215,2.333368182,1.621218182,0.71215,7/20/2014,TN,WADEABLE,36.18743,-89.09897,,0.220833333,1.405,-0.027082204,-1.293204657,0.695963467,3 High,Good,1.946962897,Good,-0.068924994,Poor,-0.901024657,0.989457867,-0.004602694,1.033268449,0.014213168,0.001232207,-2.909316305,0.001286766,-2.890500442,-0.271342841,0.754552805
TNS9-0920,2,2014,CPL,7485744,151020,WADEABLE,T,151020,SINGLE,0.697,2.333368182,1.636368182,0.697,8/18/2014,TN,WADEABLE,36.18743,-89.09897,,0.66,1.311111111,0.017791933,-0.738196627,-0.268555117,3 High,Good,1.336072283,Good,-0.024050857,Medi,-0.346016627,1.803487383,0.256113108,1.883341043,0.274928971,0.002900994,-2.537453147,0.003029443,-2.518637284,0.100520317,1.015268608
TNS9-0921,1,2014,SAP,22132893,149499,WADEABLE,S,149499,SINGLE,0,0.33335,0.33335,0,8/8/2014,TN,WADEABLE,35.67847,-84.89154,,1.432,1.21875,0.149988457,-0.808396576,-0.551830925,2 Medi,Good,0.189779575,Good,0.154882488,Medi,-0.263472535,0.436319996,-0.360194883,0.432471004,-0.364043005,0.001863597,-2.729647922,0.001847158,-2.733496044,-0.369032986,-0.110500344
TNS9-0922,1,2014,SAP,22143538,149711,WADEABLE,T,149711,SINGLE,0.674245455,1.863668182,1.189422727,0.068181818,8/11/2014,TN,WADEABLE,35.8291,-83.48464,,2.12,1.585,-0.306193137,-0.808396576,0.2724034,3 High,Good,0.961780537,Poor,-0.317858186,Medi,-0.287539554,1.846351958,0.266314491,1.430615185,0.15552283,0.004039016,-2.393724466,0.003129564,-2.504516126,-0.141079726,0.449158624
TNS9-0923,1,2014,CPL,14239406,147032,WADEABLE,S,147032,SINGLE,0,0.030304545,0.030304545,0,7/22/2014,TN,WADEABLE,35.50012,-88.63773,,0.149206349,6.210526316,0.086844986,-0.697000411,-1.558481562,1 Low,Good,-0.132620184,Good,0.048230876,Medi,-0.304820411,4.126429271,0.615574406,0.287780656,-0.540938402,0.128403095,-0.89142451,0.00895494,-2.047937317,0.636333493,0.540481615
TNS9-0924,1,2014,SAP,19531274,147691,WADEABLE,T,147691,SINGLE,0.030304545,0.416672727,0.386368182,0,7/25/2014,TN,WADEABLE,35.54916,-86.95243,,0.278333333,9.075,0.028706779,-0.795880017,1.189793535,2 Medi,Good,1.166632184,Good,0.016904302,Good,-0.184483434,1.572542279,0.196602331,0.042359068,-1.373053603,0.067130096,-1.173082733,0.001808262,-2.742738667,-0.393307364,-0.532489594
TNS9-0926,1,2014,CPL,14207084,146854,WADEABLE,S,146854,SINGLE,0,0.25,0.25,0,7/21/2014,TN,WADEABLE,35.12102,-89.21058,,0.292380952,0.46,0.167048671,-1.378634852,-1.780528025,1 Low,Medi,-0.646678016,Good,0.124424611,Poor,-0.986454852,5.569846317,0.745843212,2.240665507,0.350377029,1.75219E-05,-4.756418342,7.05E-06,-5.151884526,-2.509775699,1.210941315
TNS9-0927,1,2014,SAP,22541202,149462,WADEABLE,S,149462,SINGLE,0,1.136413636,1.136413636,0,8/6/2014,TN,WADEABLE,36.40331,-84.0483,,1.7,7.663157895,0.154437807,-0.528175086,0.759990207,2 Medi,Good,1.046909465,Good,0.089235044,Good,-0.066293915,0.958591609,-0.018366377,0.111389018,-0.953157626,0.033729831,-1.47198583,0.00391943,-2.406777079,-0.051251075,-0.350604386
TNSS-1064,1,2014,CPL,14199409,146855,WADEABLE,T,146855,SINGLE,0,2.810622727,2.810622727,0,7/21/2014,TN,WADEABLE,35.07118,-89.85614,,0.16087963,7.184210526,-0.053056729,-0.892173573,-1.829622055,3 High,Good,-0.347821394,Good,-0.100199709,Poor,-0.499993573,3.684337862,0.566359449,0.018237382,-1.739037497,0.098894433,-1.004828154,0.000489525,-3.3102251,-0.562306109,-0.324211303
TNSS-1065,1,2014,CPL,14112932,146594,WADEABLE,T,146594,SINGLE,1.3334,2.583454545,1.250054545,0.6667,7/20/2014,TN,INTWADE,36.25843,-88.67338,,0.550297619,0.705,-0.606424797,-1.132907664,-2.481426529,3 High,Medi,-1.05778301,Poor,-0.645288457,Poor,-0.740727664,0.03181455,-1.49737421,0.060842514,-1.215792852,8.92305E-05,-4.049486713,0.000170645,-3.767905355,-1.163304962,-0.551707762
TNSS-1072,1,2014,SAP,19546610,147033,WADEABLE,S,147033,SINGLE,0,0.090909091,0.090909091,0,7/22/2014,TN,WADEABLE,35.48165,-88.06955,,1.661904762,0.42,-0.139798157,-0.692115158,-2.177049572,1 Low,Poor,-1.545340413,Good,-0.07328046,Good,-0.048323056,0.777376071,-0.109368832,0.458953874,-0.33823096,0.000084524,-4.073019919,0.000049902,-4.301882047,-1.939579123,-0.000330548
TNSS-1073,1,2014,SAP,19487054,151052,WADEABLE,S,151052,SINGLE,0,2.431868182,2.431868182,0,8/12/2014,TN,WADEABLE,36.07871,-82.5009,,2.523333333,4.984615385,0.058891682,-0.173042186,-0.302069194,3 High,Good,-0.09918032,Medi,-0.131070913,Good,0.164399247,6.81650901,0.833562013,0.532997811,-0.273274574,0.038484682,-1.414712101,0.003009202,-2.521548689,-0.16767432,0.393778462
TNSS-1074,1,2014,SAP,19594326,147692,WADEABLE,T,147692,SINGLE,0.318190909,0.992440909,0.67425,0,7/24/2014,TN,WADEABLE,35.34623,-86.863,,0.578888889,2.16,0.003343012,-0.641718964,0.323647187,2 Medi,Good,0.793317274,Good,-0.003433245,Good,-0.062751372,0.675509709,-0.170368404,0.185783748,-0.730992279,0.002299979,-2.638276086,0.000632558,-3.19889996,-0.83978195,-0.268714388
TNSS-1077,1,2014,SAP,18392768,151464,WADEABLE,T,151464,SINGLE,0.212131818,1.121236364,0.909104545,0,8/20/2014,TN,WADEABLE,36.09756,-87.14259,,0.753125,5.447368421,0.096831043,-0.570100974,0.595881123,2 Medi,Good,0.902888772,Good,0.129683172,Good,0.028491122,2.283052748,0.358515946,0.291644663,-0.535145967,0.024415157,-1.612340483,0.003118872,-2.506002395,-0.15008155,0.051987884
TNSS-1080,1,2014,CPL,19549306,153916,WADEABLE,S,153916,SINGLE,0.681831818,0.750013636,0.068181818,0,9/11/2014,TN,WADEABLE,35.11606,-88.03373,,0.764074074,5.415,-0.235382391,-0.54515514,-0.873431343,2 Medi,Good,1.071701858,Poor,-0.269768501,Good,-0.15297514,2.921642706,0.465627104,0.508899463,-0.293368008,0.042406627,-1.372566266,0.007386499,-2.131561377,0.530686952,0.672692374
TNSS-1082,1,2014,SAP,22162564,154080,WADEABLE,T,154080,SINGLE,0.909090909,1.947,1.037909091,0,9/14/2014,TN,WADEABLE,35.81328,-83.10316,,2.603095238,0.868421053,-0.92412139,-0.080684134,-1.824228163,3 High,Medi,-0.970250938,Poor,-1.098273741,Good,0.224990482,0.69254568,-0.159551576,1.165901818,0.06666198,0.000971511,-3.012552254,0.001635541,-2.786338699,-0.419667049,0.233954518
TXLS-1115,1,2014,CPL,5276000,147306,WADEABLE,T,147306,SINGLE,0,0.068181818,0.068181818,0,7/23/2014,TX,WADEABLE,32.55527,-95.0233,,0.116904762,1.965,-0.054173455,-0.877039828,-1.196406546,1 Low,Good,-0.091154679,Medi,-0.137486555,Medi,-0.484859828,0.356005828,-0.448542892,0.004486916,-2.348052057,0.003562279,-2.448272114,4.48971E-05,-4.347781279,-1.622348471,-1.051014497
TXLS-1117,1,2014,SPL,5712857,142423,WADEABLE,T,142423,SINGLE,0,1.613645455,1.613645455,0,6/18/2014,TX,WADEABLE,31.4733,-100.4694,,0.225793651,11.69,-0.008069472,-0.521564691,-2.66225132,3 High,Poor,-1.721757771,Good,0.232551867,Good,0.266854461,12.65736141,1.102343181,0.003310938,-2.480048973,0.121684094,-0.914766189,3.18304E-05,-4.497158343,-0.758042372,-0.082856367
TXLS-1118,1,2013,SPL,5489923,11940,WADEABLE,T,11940,SINGLE,1.3334,1.394009091,0.060609091,0.6667,9/4/2013,TX,INTWADE,32.63661,-99.66784,,0.136111111,13.22,0.117647863,0.049746469,-1.348440482,2 Medi,Good,-0.567711549,Good,0.32725036,Good,0.812726896,7.0054294,0.845434761,0.005697667,-2.244302956,0.94321352,-0.025389983,0.000767136,-3.115127699,0.40116067,-0.160684899
TXLS-1119,1,2013,CPL,1017911,11148,BOATABLE,R,11148,SINGLE,0,0.181818182,0.181818182,0,8/1/2013,TX,BOATABLE,32.761,-94.30027,,0.030044466,31,0.054560827,-0.449215928,-1.319383859,1 Low,Good,-0.395333859,Good,0.042542112,Good,0.121264072,26.07419397,1.416210892,0.010631254,-1.973415495,14.61250368,1.164724634,0.005957969,-2.224901754,0.583083548,-0.243945918
TXLS-1120,1,2014,CPL,1623065,144971,WADEABLE,T,144971,SINGLE,0.6667,0.984881818,0.318181818,0,7/10/2014,TX,INTWADE,29.30338,-97.69902,,0.011458333,3.22,-0.182705135,-0.821284597,-0.284563425,2 Medi,Good,0.145182019,Poor,-0.284748275,Medi,-0.429104597,0.074485768,-1.127926699,0.000468524,-3.329268099,0.000732406,-3.135248004,4.61E-06,-5.336589404,-2.59443509,-1.944638825
TXLS-1123,1,2013,CPL,5576097,11594,WADEABLE,S,11594,SINGLE,0.6667,0.6667,0,0,8/21/2013,TX,WADEABLE,31.12623,-96.24693,,0.09977904,3.805263158,-0.162153403,-0.294369507,-1.111738274,2 Medi,Good,0.076593905,Poor,-0.254031913,Good,0.097810493,0.389839857,-0.409113761,0.002783149,-2.555463541,0.027688038,-1.557707818,0.000197671,-3.704057598,-0.96494982,-1.186792835
TXLS-1131,1,2014,CPL,4452078,147021,WADEABLE,T,147021,SINGLE,0,0.33335,0.33335,0,7/22/2014,TX,WADEABLE,32.33304,-95.74925,,0.028472222,4.92,-0.002077731,-0.604435354,-1.151299561,2 Medi,Good,-0.329388076,Good,-0.090472481,Medi,-0.212255354,0.987549133,-0.005441288,0.002713003,-2.566549711,0.022194876,-1.653747276,6.09739E-05,-4.214855699,-1.452770292,-1.077516046
TXLS-1132,1,2014,SPL,1631151,151233,WADEABLE,T,151233,SINGLE,0.33335,0.992440909,0.659090909,0,8/20/2014,TX,WADEABLE,29.84207,-97.60258,,0.07962963,5.19,0.012549644,-0.229482704,-2.77114193,2 Medi,Poor,-2.420286003,Good,0.106391562,Good,0.573798447,11.00699955,1.041668949,0.027189317,-1.565601701,0.152522172,-0.816667018,0.000376758,-3.423937668,-0.125869153,0.210926067
TXLS-1133,1,2014,SPL,5761713,152996,WADEABLE,R,152996,SINGLE,0.090909091,0.378795455,0.287886364,0,9/3/2014,TX,WADEABLE,30.57732,-99.86389,,0.361489899,20.11,-0.500750431,-1.106894235,-0.787591638,2 Medi,Good,0.172735635,Medi,-0.269151286,Medi,-0.414187729,13.5376899,1.131544562,0.042289171,-1.373770824,0.714340739,-0.146094581,0.002231465,-2.651409967,0.600544182,0.337862419
TXLS-1134,1,2014,SPL,5741616,149854,BOATABLE,S,149854,SINGLE,0,0,0,0,8/12/2014,TX,BOATABLE,31.85906,-99.20214,,0.036317414,18.18181818,0.081150839,-0.449215928,-1.214416205,1 Low,Medi,-1.615753233,Good,0.014860906,Medi,-0.227043928,8.8369892,0.946304324,0.005429669,-2.26522668,1.498773924,0.175736128,0.000920884,-3.035794876,0.535580598,-0.104087196
TXR9-0902,1,2014,XER,285292,140924,BOATABLE,S,140924,SINGLE,0.469713636,0.469713636,0,0,6/8/2014,TX,BOATABLE,29.77151,-101.7318,,0,42.09090909,-0.996069706,-0.389630237,2.492429047,2 Medi,Good,2.406019047,Poor,-0.667869706,Good,0.378180429,0,,0,,0,,0,,,
TXR9-0902,2,2014,XER,285292,143296,BOATABLE,S,143296,SINGLE,0.454568182,0.454568182,0,0,6/24/2014,TX,BOATABLE,29.77151,-101.7318,,0,39.95454545,-0.684888793,-0.384815394,3.888706748,2 Medi,Good,3.802296748,Poor,-0.356688793,Good,0.373481219,0,,0,,0,,0,,,
TXR9-0903,1,2013,SPL,1285939,10437,WADEABLE,S,10437,SINGLE,0,0,0,0,6/26/2013,TX,PARBYWADE,33.05566,-97.25306,,0.0515625,16.18,0.001871325,-0.275351825,0.277235973,1 Low,Good,0.721474231,Good,0.102998657,Good,0.557971891,0.620489096,-0.207265846,0.000481568,-3.317342483,0.604789974,-0.218395417,0.000469384,-3.328472054,0.197015609,-1.220778704
TXR9-0903,2,2013,SPL,1285939,10810,WADEABLE,S,10810,SINGLE,0,0,0,0,7/17/2013,TX,INTWADE,33.05566,-97.25306,,0.040625,14.65789474,0.018738314,-0.382427842,1.029775139,1 Low,Good,1.384236348,Good,0.119865646,Good,0.450895874,0.863473078,-0.063751199,0.00067015,-3.173827835,0.330526813,-0.480793304,0.000256525,-3.590869941,-0.065382278,-1.077264056
TXR9-0905,1,2014,SPL,19971210,138600,WADEABLE,T,138600,SINGLE,0.33335,0.33335,0,0,5/14/2014,TX,WADEABLE,35.97241,-100.8244,,0.309747475,9.635,-0.497634963,-0.380053345,-2.080699851,2 Medi,Good,-0.620623268,Medi,-0.204227549,Good,0.459996469,8.562992213,0.932625549,0.000161083,-3.79294925,0.347381711,-0.45919305,6.53E-06,-5.184767849,-0.928590368,-0.66812089
TXR9-0906,1,2014,SPL,1623295,144885,WADEABLE,T,144885,SINGLE,0,0.121218182,0.121218182,0,7/9/2014,TX,WADEABLE,29.15721,-97.38375,,0.167083333,9.355,-0.493003268,-0.411983086,-1.840445992,1 Low,Medi,-1.196987102,Medi,-0.418318551,Good,0.462472523,10.38187242,1.016275688,0.005968805,-2.224112617,0.376513758,-0.42421915,0.000216467,-3.664607455,-0.080179825,-0.044605461
TXR9-0907,1,2013,CPL,1487834,10150,BOATABLE,S,10150,SINGLE,0.030304545,0.030304545,0,0,6/4/2013,TX,BOATABLE,30.57973,-94.99791,,0,98.86363636,0.035429738,-0.596567486,3.050410081,1 Low,Good,3.974460081,Good,0.102877867,Good,-0.026087486,0,,0,,0,,0,,,
TXR9-0909,1,2013,SPL,3168810,11869,BOATABLE,T,11869,SINGLE,0.6667,0.697004545,0.030304545,0,8/29/2013,TX,BOATABLE,28.30211,-98.05815,,0.006626087,28.73636364,-0.239646066,-0.862415739,-0.208319218,2 Medi,Good,-0.15617668,Medi,-0.397641262,Poor,-0.585676577,3.441197987,0.53670966,8.38778E-05,-4.076352951,1.331811523,0.124442768,3.24624E-05,-4.488619843,-0.283331624,-1.023138599
TXR9-0910,1,2013,SPL,10836112,11821,BOATABLE,T,11821,SINGLE,0,1.68185,1.68185,0,8/28/2013,TX,PARBYBOAT,29.23893,-98.45168,,0.028595553,13.63636364,-0.078313525,-0.375342947,-0.011134687,3 High,Good,-0.307426594,Good,-0.211200141,Good,-0.190064543,2.006460108,0.30243053,0.000583775,-3.233754701,0.582354822,-0.234812324,0.000169435,-3.770997555,-0.052780975,-0.865972802
TXR9-0911,1,2014,XER,3211095,142280,WADEABLE,T,142280,SINGLE,1.5,1.6894,0.1894,0,6/17/2014,TX,WADEABLE,31.77034,-103.7793,,0.001851852,7.375,-0.523207881,-0.502316586,-1.294609152,3 High,Good,-0.444277489,Good,0.536974015,Good,0.200162586,2.767760394,0.44212849,5.28237E-05,-4.277171413,0.228861866,-0.640426566,4.37E-06,-5.359726469,-2.543031692,-1.839233873
TXR9-0912,1,2014,SPL,319389,153142,BOATABLE,S,153142,SINGLE,0.121218182,0.166672727,0.045454545,0,9/4/2014,TX,BOATABLE,28.95042,-100.6494,,0.033904338,49.2,-1.719173392,-0.489942687,0.66489635,1 Low,Good,1.006183296,Poor,-1.835768679,Good,-0.058380643,17.95978488,1.254301131,5.59247E-05,-4.252396068,3.73515544,0.57230868,1.16309E-05,-4.934388519,-0.324909376,-0.630383301
TXR9-0914,1,2013,CPL,4452826,11360,WADEABLE,S,11360,SINGLE,0,1.068204545,1.068204545,0,8/8/2013,TX,PARBYWADE,31.93453,-95.43336,,0.039787582,16.685,-0.107652386,-0.368371778,-1.504596276,2 Medi,Good,-0.312687022,Medi,-0.193835906,Good,0.023808222,8.874309411,0.948134567,0.003434595,-2.464124495,1.310230486,0.1173477,0.000507094,-3.294911362,-0.48567221,-0.728086915
TXR9-0915,1,2013,SPL,5654694,10629,WADEABLE,S,10629,SINGLE,0.636395455,0.636395455,0,0,7/9/2013,TX,WADEABLE,31.76248,-100.1405,,0.022592593,19.825,-0.198783445,-0.717110229,1.022999294,2 Medi,Good,1.199423957,Good,0.023702857,Good,0.164233244,0.063329277,-1.19839547,2.01E-06,-5.697853303,0.062237639,-1.205946891,1.97E-06,-5.705404724,-1.551499946,-2.716948393
TXR9-0916,1,2013,CPL,8330778,11099,BOATABLE,R,11099,SINGLE,0,0.090913636,0.090913636,0,7/30/2013,LA,BOATABLE,30.88169,-93.57254,,0.022151968,101.2818182,-0.114664485,-0.633152719,-1.270395292,1 Low,Good,-0.346345292,Good,-0.076520146,Good,-0.062672719,93.61446435,1.971342957,0.004665527,-2.331099335,90.50647083,1.956679631,0.004510631,-2.345762661,0.512792642,-0.336730582
TXR9-0917,1,2013,SPL,10893209,11765,BOATABLE,S,11765,SINGLE,0.6667,0.6667,0,0,8/27/2013,TX,INTBOAT,28.72577,-99.81584,,0.012027939,9.645454545,-0.228646397,-0.37934352,-0.343469189,2 Medi,Good,-0.573594877,Medi,-0.358920758,Good,-0.162021238,1.426045387,0.154133348,0.000259092,-3.586546316,0.196960115,-0.705621711,3.57848E-05,-4.446301375,-0.635591963,-1.08860371
TXR9-0918,1,2013,SPL,5513784,12068,BOATABLE,T,12068,SINGLE,0,0.757604545,0.757604545,0,9/11/2013,TX,BOATABLE,31.55041,-97.09174,,0.048883365,63.34545455,0.093262457,-0.399423087,0.332106972,2 Medi,Good,0.44363692,Good,-0.001820412,Good,-0.04158476,26.74415167,1.427228827,0.000427191,-3.369377514,11.70563856,1.06839511,0.000186977,-3.728211231,0.560093817,-0.199337578
TXR9-0919,1,2014,CPL,1128303,148963,BOATABLE,S,148963,SINGLE,0,0.090913636,0.090913636,0,8/5/2014,TX,BOATABLE,33.29424,-94.05902,,0.00629414,34.24545455,-0.098888579,-0.335101728,-2.01676035,1 Low,Medi,-1.09271035,Good,-0.078539019,Good,0.235378272,38.41270995,1.584474947,0.004273664,-2.369199612,19.35448371,1.286781591,0.002153312,-2.666892968,0.172340603,-0.476043255
TXR9-0921,1,2014,CPL,5578889,148226,BOATABLE,T,148226,SINGLE,0.484872727,0.575781818,0.090909091,0,7/30/2014,TX,PARBYBOAT,30.47115,-96.13824,,0.007105558,16.72727273,-0.312227896,-0.480888271,-0.988833156,2 Medi,Good,-0.064783156,Poor,-0.291055998,Good,0.089591729,3.940586211,0.595560833,0.000716952,-3.144510236,0.434394848,-0.362115334,7.90339E-05,-4.102186404,-1.274786466,-1.313341612
TXR9-0923,1,2014,SPL,19981742,138744,WADEABLE,T,138744,ANASTOM,0.6667,1.3334,0.6667,0,5/15/2014,TX,WADEABLE,35.45114,-102.0051,,0.089814815,6.465,-0.518296847,-1.378634852,-2.017952464,2 Medi,Medi,-1.0647329,Good,-0.166635423,Poor,-0.582956483,26.53836233,1.423874119,0.000576289,-3.23935949,0.006215477,-2.206525522,1.35E-07,-6.869759132,-2.64177857,-0.154211298
TXR9-0924,1,2014,SPL,7872249,143804,WADEABLE,R,143804,SINGLE,0.038461538,0.500003846,0.461542308,0,6/27/2014,TX,WADEABLE,29.44391,-99.99401,,0.340694444,33.45,-0.51406028,-0.719491671,-0.206817756,2 Medi,Good,0.726591851,Medi,-0.331804866,Good,0.09311844,39.29635741,1.594352295,0.021295753,-1.671706991,2.233038,0.348896114,0.001210143,-2.917163172,0.678875443,0.524139745
TXRF-0001,1,2014,CPL,1520241,138960,WADEABLE,S,138960,SINGLE,0,0.348495455,0.348495455,0,5/20/2014,TX,WADEABLE,30.26058,-95.09361,,0.125,9.03,-0.033964987,-0.446447948,-2.034611392,2 Medi,Medi,-0.58917671,Medi,-0.117770257,Good,-0.054267948,9.860146806,0.993883381,0.010927308,-1.961486829,0.520037346,-0.283965467,0.000576321,-3.239335677,-0.455408167,-0.358038394
TXRF-0002,1,2014,SPL,10655637,139100,WADEABLE,R,139100,,0,1.325795455,1.325795455,0,5/22/2014,TX,INTWADE,29.40832,-99.32707,,0.47,8.855,0.009663317,-0.777756616,0.50386966,2 Medi,Good,1.332564211,Good,0.174691712,Good,-0.172294887,6.491889022,0.812371087,0.963045397,-0.01635324,0.342566651,-0.465254918,0.050818373,-1.293979245,1.199652768,0.628129794
TXRF-0004,1,2013,SPL,5785441,12206,WADEABLE,R,12206,SINGLE,0.454559091,0.848518182,0.393959091,0,9/18/2013,TX,WADEABLE,30.28716,-98.89557,,0.00375,6.51,-0.213861874,-0.290498765,1.919419063,2 Medi,Good,1.062795846,Good,-0.00346607,Good,0.327043572,0.011055169,-1.956434634,0.000281332,-3.550780769,0.010357037,-1.984764458,0.000263566,-3.579110593,-0.739187836,-2.418979454
TXRF-0005,1,2013,CPL,1453605,12358,WADEABLE,S,12358,SINGLE,0,0.679519231,0.679519231,0,9/25/2013,TX,WADEABLE,31.94146,-95.87358,,0.172619048,6.08,-0.186829741,-0.271646218,-1.484589911,2 Medi,Good,-0.014300935,Poor,-0.276094801,Good,0.120533782,0.256095999,-0.591597206,0.000532585,-3.273611072,0.189047466,-0.72342914,0.000393149,-3.405443005,-0.636659437,-1.749490648
TXRF-0006,1,2014,SPL,13546725,1000055,WADEABLE,S,1000055,SINGLE,1.090909091,1.583340909,0.492431818,0,5/12/2014,TX,WADEABLE,34.93536,-100.6965,,0.766666667,3.54,-0.363785732,-0.808396576,-2.531410113,3 High,Medi,-1.011272119,Good,-0.077053174,Good,-0.167175364,8.474840177,0.928131517,0.033992214,-1.46862055,0.051597682,-1.287369808,0.000206956,-3.684121875,-0.481270915,0.173912141
TXRF-0007,1,2014,SPL,14033937,139001,WADEABLE,T,139001,SINGLE,0.6667,0.969731818,0.303031818,0,5/18/2014,TX,WADEABLE,33.30608,-100.5327,,0.12219,4.533333333,-1.911058926,-1.719173392,-1.229982025,2 Medi,Good,-0.471426621,Poor,-1.675283087,Poor,-0.99182506,6.698740276,0.82599314,0.010311554,-1.986675874,0.002937656,-2.531999,4.52E-06,-5.344668014,-1.953697819,-0.079412047
TXRF-0008,1,2014,SPL,5702269,139320,WADEABLE,S,139320,SINGLE,0,0.765172727,0.765172727,0,5/23/2014,TX,WADEABLE,31.21007,-100.462,,0.586666667,8.07,-1.059121453,-1.428608832,1.585863072,2 Medi,Good,2.526411893,Poor,-0.794269596,Poor,-0.991661397,3.605840281,0.557006486,5.123387726,0.709557224,0.033402888,-1.476215982,0.047460767,-1.323665244,0.726136057,0.729458679
TXRF-0009,1,2013,SPL,2578249,12152,WADEABLE,R,12152,SINGLE,0.454563636,0.515172727,0.060609091,0,9/17/2013,TX,PARBYWADE,31.59062,-98.12713,,0.352430556,7.333333333,-0.427550863,-0.677780705,1.530690857,2 Medi,Good,2.558417352,Medi,-0.273922819,Good,0.074136225,2.707188178,0.432518445,0.006506724,-2.186637624,0.074237682,-1.129375596,0.00017843,-3.748531665,-0.445087375,-0.402544786
TXRM-1001,1,2014,XER,291315,140923,WADEABLE,T,140923,SINGLE,0.560613636,0.628795455,0.068181818,0,6/6/2014,TX,WADEABLE,29.02616,-103.3128,,0.052173913,20.33,-0.485391882,-0.892173573,-1.332539922,2 Medi,Medi,-1.06439453,Good,0.113758593,Poor,-0.453470995,14.74548836,1.168659161,8.60818E-05,-4.065088689,0.356590404,-0.447830349,2.08E-06,-5.681578198,-2.852228001,-1.410774343
TXRM-1002,1,2013,SPL,5555488,12098,BOATABLE,T,12098,SINGLE,0.444457143,0.474761688,0.030304545,0,9/12/2013,TX,BOATABLE,31.33678,-96.97263,,0.025046336,75.40909091,-0.499189902,-1.256062854,0.348736274,2 Medi,Good,0.463264,Medi,-0.600302745,Poor,-0.904047625,7.527336086,0.876641307,0.000117698,-3.929230017,4.906815968,0.69079977,7.67235E-05,-4.115071555,0.177424046,-0.753292919
TXRM-1004,1,2013,SPL,5501770,11962,BOATABLE,T,11962,SINGLE,0.606090909,1.365850866,0.759759957,0,9/5/2013,TX,BOATABLE,32.78628,-98.19314,,0.029024206,60.10909091,-0.154338307,-0.310206977,-0.00314953,2 Medi,Good,0.073088325,Good,-0.210265391,Good,0.081611921,6.078526702,0.783798329,0.000124815,-3.903733673,6.078526702,0.783798329,0.000124815,-3.903733673,0.335237051,-0.803119554
TXRM-1006,1,2013,SPL,5728831,12219,WADEABLE,R,12219,SINGLE,0.704577273,0.704577273,0,0,9/19/2013,TX,WADEABLE,31.37882,-98.77938,,0.008937198,25.03,-0.368371778,-0.862415739,-0.552349137,2 Medi,Medi,-0.72621026,Medi,-0.198967689,Good,0.070502234,6.352438677,0.802940481,0.0001148,-3.940057608,0.801089925,-0.09631873,1.44772E-05,-4.83931682,-0.575258784,-0.804139324
