"PUBLICATION_DATE","SITE_ID","DATE_COL","SITESAMP","VISIT_NO","AG_ECO3","AG_ECO3_NM","AG_ECO9","AG_ECO9_NM","BOAT_WADE","BORD_RIV","CH0813_WGT","CHNG_SF","CNTYNAME","COMID","DESC_CODE","ELEVATION","EPA_REG","EVALSTAT","EVALUATED","FEOW_ID","FRAME14","FRAME18_ID","FS_EW","GNIS_ID","GNIS_NAME","HUC2","HUC2_REG","HUC8","HUC8_NM","LAT_DD83","LON_DD83","MAJ_BAS_NM","MAJ_BASIN","MISS_BASIN","MISS_BASIN_NM","NA_L1CODE","NA_L1NAME","NA_L2CODE","NA_L2NAME","NA_L3CODE","NA_L3NAME","NARS_NAME","NARS_OWN","NFWAWGTCAT","NRS13_EVAL","NRS13_MDC","NRS13_PNL","NRS13_SF","NRS13_STRA","NRS13_TNT","NRS13_URBN","NRS13_VST","NRS13_WGTD","NRSA_USE","OWN_CODE","OWN_DESC","OWN_TYPE","OWNSHP","PSTL_CODE","REACHCODE","RT_NRSA","SITETYPE","SO","SORT13_ID","SORT18_ID","SOURCE","STATE","STATECTY","STATEID","STRAH_CAL","STRAH_CAT","STRAH_ORD","STUDY","US_L3CODE","US_L3NAME","US_L4CODE","US_L4NAME","WGT_EXT_SP","XCOORD","YCOORD","YEAR"
"4/29/2019","WIRM-1001",2014-07-23,"Y",1,"PLNLOW","Plains and Lowlands","UMW","Upper Midwest","","",0,0,"Oneida",13397425,NA,460.72,"Region_5","Target-Sampled","YES",148,"NRSA14_ST","WI54794","",1580811,"Wisconsin River","H07","MS","H07070001","Upper Wisconsin",45.58439,-89.46554,"Upper Mississippi Region","H07","H07","Upper Mississippi Region",5,"NORTHERN FORESTS",5.2,"MIXED WOOD SHIELD","5.2.1","Northern Lakes and Forests","Wisconsin River","Private","","Target_Sampled","WI_RiversMajor_UMW","Base_NewRiversMajor","Include","WI","Target","NonUrban",1,145.43413,"YES",NA,"","","","WI",7.07e+12,"Im","PROB",5,"WI1001","WI_10016","NHDPlusV1","WI",55085,"",5,"RiversMajor",5,"NRSA",50,"Northern Lakes and Forests","50i","Northern Wisconsin Highlands Lakes Country",76.61839278,509674.2,921447.9,"2014"
"4/29/2019","CAR9-0901",2014-07-23,"Y",1,"WMTNS","West","WMT","Western Mountains","Boatable","",0,0,"Humboldt",4442592,110,116.23,"Region_9","Target-Sampled","YES",123,"NRSA14_ST","CA214692","West",266887,"Klamath River","H18","CA","H18010209","Lower Klamath",41.31852852,-123.5279598,"California Region","H18","","",6,"NORTHWESTERN FORESTED MOUNTAINS",6.2,"WESTERN CORDILLERA","6.2.11","Klamath Mountains","Klamath River","USFS","CA_6th","Target_Sampled","CA_Rivers_CA_6th","Base_09River_RVT","Include","CA","Target","NonUrban",2,1,"YES",130,"Protective Management Area - Land, Lake or River","Federal","Forest Service (USFS)","CA",1.8e+13,"In","PROB",6,"CA0901","CA_10002","NHDPlusV1","CA",6023,"",6,"RiversMajor",6,"NRSA",78,"Klamath Mountains/California High North Coast Range","78i","Western Klamath Low Elevation Forests",74.75071202,-2254867.174,756749.557,"2014"
"4/29/2019","CARM-1004",2014-07-23,"Y",1,"WMTNS","West","WMT","Western Mountains","","",0,0,"Humboldt",4442642,110,92.83,"Region_9","Target-Sampled","YES",123,"NRSA14_ST","CA214678","West",266887,"Klamath River","H18","CA","H18010209","Lower Klamath",41.27035,-123.604,"California Region","H18","","",6,"NORTHWESTERN FORESTED MOUNTAINS",6.2,"WESTERN CORDILLERA","6.2.11","Klamath Mountains","Klamath River","USFS","","Target_Sampled","CA_RiversMajor_WMT","Base_NewRiversMajor","Include","CA","Target","NonUrban",1,233.87345,"YES",130,"Protective Management Area - Land, Lake or River","Federal","Forest Service (USFS)","CA",1.8e+13,"In","PROB",6,"CA1004","CA_10034","NHDPlusV1","CA",6023,"",6,"RiversMajor",6,"NRSA",78,"Klamath Mountains/California High North Coast Range","78i","Western Klamath Low Elevation Forests",19.31408326,-2262462,753387.6,"2014"
"4/29/2019","MTS9-0940",2014-07-23,"Y",1,"PLNLOW","Plains and Lowlands","NPL","Northern Plains","Wadeable","",0,0,"Blaine",12323087,NA,765.42,"Region_8","Target-Sampled","YES",142,"NRSA14_ST","MT60625","",769921,"Clear Creek","H10U","MS","H10050004","Middle Milk",48.54947,-109.3917,"Missouri Region","H10","H10U","Upper Missouri Region",9,"GREAT PLAINS",9.3,"WEST-CENTRAL SEMI-ARID PRAIRIES","9.3.1","Northwestern Glaciated Plains","Clear Creek","Private","MT_3rd","Target_Sampled","MT_Streams_MT_3rd","Base_09Stream","Include","MT","Target","NonUrban",1,1,"YES",NA,"","","","MT",1.01e+13,"In","PROB",3,"MT0940","MT_10080","NHDPlusV1","MT",30005,"",3,"LargeStreams",3,"NRSA",42,"Northwestern Glaciated Plains","42j","Glaciated Northern Grasslands",191.3309359,-995824,1302185,"2014"
"4/29/2019","SCS9-0921",2014-07-22,"Y",2,"EHIGH","Eastern Highlands","SAP","Southern Appalachians","Wadeable","",0,0,"Oconee",11750627,NA,255.53,"Region_4","Target-Sampled","YES",157,"NRSA14_ST","SC45767","",1229517,"Cane Creek","H03N","SA","H03060101","Seneca",34.7692,-83.01151,"South-Atlantic Region","H03","","",8,"EASTERN TEMPERATE FORESTS",8.3,"SOUTHEASTERN USA PLAINS","8.3.4","Piedmont","Cane Creek","Private","SC_3rd4th5th","Target_Sampled","SC_Streams_SC_3rd4t","Base_09Stream_RVT","Include","SC","Target","NonUrban",2,1,"YES",NA,"","","","SC",3.06e+12,"In","PROB",3,"SC0921","SC_10021","NHDPlusV1","SC",45073,"",3,"LargeStreams",3,"NRSA",45,"Piedmont","45a","Southern Inner Piedmont",2265.583564,1175542,-225348,"2014"
"4/29/2019","SDRO-1077",2014-07-23,"Y",1,"PLNLOW","Plains and Lowlands","NPL","Northern Plains","","",0,0,"Butte",5453436,NA,813.91,"Region_8","Target-Sampled","YES",142,"NRSA14_ST","SD20039","",1265120,"Belle Fourche River","H10U","MS","H10120202","Lower Belle Fourche",44.63983,-103.2941,"Missouri Region","H10","H10U","Upper Missouri Region",9,"GREAT PLAINS",9.3,"WEST-CENTRAL SEMI-ARID PRAIRIES","9.3.3","Northwestern Great Plains","Belle Fourche River","Private","","Target_Sampled","SD_RiversOther_NPL","Base_NewRiversOther","Include","SD","Target","NonUrban",1,546.31849,"YES",NA,"","","","SD",1.01e+13,"In","PROB",6,"SD1077","SD_10084","NHDPlusV1","SD",46019,"",6,"RiversOther",6,"NRSA",43,"Northwestern Great Plains","43g","Semiarid Pierre Shale Plains",167.6992362,-576867.8,820987.7,"2014"
"4/29/2019","UTRO-1036",2014-07-23,"Y",1,"WMTNS","West","XER","Xeric","","",0,0,"Duchesne",11980969,NA,1873.13,"Region_8","Target-Sampled","YES",130,"NRSA14_ST","UT5274","",NA,"","H14","CO","H14060003","Duchesne",40.3391,-110.3033,"Upper Colorado Region","H14","","",10,"NORTH AMERICAN DESERTS",10.1,"COLD DESERTS","10.1.6","Colorado Plateaus","","Private","","Target_Sampled","UT_RiversOther_XER","Base_NewRiversOther","Include","UT","Target","NonUrban",1,741.27116,"YES",NA,"","","","UT",1.41e+13,"R","PROB",5,"UT1036","UT_10039","NHDPlusV1","UT",49013,"",0,"RiversOther",5,"NRSA",20,"Colorado Plateaus","20g","Northern Uinta Basin Slopes",355.6041936,-1200121,408668.4,"2014"
"4/29/2019","TXLS-1115",2014-07-23,"Y",1,"PLNLOW","Plains and Lowlands","CPL","Coastal Plains","","",0,0,"Upshur",5276000,NA,83.86,"Region_6","Target-Sampled","YES",141,"NRSA14_ST","TX34159","",1340217,"Little White Oak Creek","H12","TX","H12010002","Middle Sabine",32.55527,-95.0233,"Rio Grande-Texas-Gulf Region","H12_13","","",8,"EASTERN TEMPERATE FORESTS",8.3,"SOUTHEASTERN USA PLAINS","8.3.7","South Central Plains","Little White Oak Creek","Private","","Target_Sampled","TX_LargeStreams_CPL","Base_NewLargeStreams","Include","TX","Target","NonUrban",1,4876.96774,"YES",NA,"","","","TX",1.2e+13,"Im","PROB",3,"TX1115","TX_10019","NHDPlusV1","TX",48459,"",3,"LargeStreams",3,"NRSA",35,"South Central Plains","35a","Tertiary Uplands",818.8462143,91213.21,-552638.9,"2014"
"4/29/2019","WYS9-0933",2014-07-23,"Y",1,"WMTNS","West","XER","Xeric","Wadeable","",0,0,"Washakie",12841854,NA,1267.01,"Region_8","Target-Sampled","YES",142,"NRSA14_ST","WY44124","",NA,"","H10U","MS","H10080007","Upper Bighorn",43.94113,-108.049,"Missouri Region","H10","H10U","Upper Missouri Region",10,"NORTH AMERICAN DESERTS",10.1,"COLD DESERTS","10.1.4","Wyoming Basin","","Private","WY_1st","Target_Sampled","WY_Streams_WY_1st","Base_09Stream","Include","WY","Target","NonUrban",1,1,"YES",NA,"","","","WY",1.01e+13,"Im","PROB",0,"WY0933","WY_10072","NHDPlusV1","WY",56043,"",0,"SmallStreams",0,"NRSA",18,"Wyoming Basin","18g","Bighorn Salt Desert Shrub Basins",717.4544373,-961152,781980.9,"2014"
"4/29/2019","WYSS-1212",2014-07-23,"Y",1,"WMTNS","West","WMT","Western Mountains","","",0,0,"Big Horn",12803338,101,2330.86,"Region_8","Target-Sampled","YES",142,"NRSA14_ST","WY103620","West",1588251,"Elk Springs Creek","H10U","MS","H10080010","Big Horn Lake",44.83164,-107.9501,"Missouri Region","H10","H10U","Upper Missouri Region",6,"NORTHWESTERN FORESTED MOUNTAINS",6.2,"WESTERN CORDILLERA","6.2.10","Middle Rockies","Elk Springs Creek","USFS","","Target_Sampled","WY_SmallStreams_WMT","Base_NewSmallStreams","Include","WY","Target","NonUrban",1,10258.10662,"YES",130,"National Forest-National Grassland","Federal","Forest Service (USFS)","WY",1.01e+13,"R","PROB",1,"WY1212","WY_10082","NHDPlusV1","WY",56003,"",1,"SmallStreams",1,"NRSA",17,"Middle Rockies","17m","Dry Mid-elevation Sedimentary Mountains",1719.761148,-940860.2,879428.5,"2014"
"4/29/2019","MOS9-0934",2014-07-18,"Y",1,"PLNLOW","Plains and Lowlands","TPL","Temporate Plains","Wadeable","",0,0,"Jackson",4390553,NA,254.41,"Region_7","Target-Sampled","YES",146,"NRSA14_ST","MO82538","",NA,"","H10L","MS","H10300101","Lower Missouri-Crooked",39.09749,-94.35166,"Missouri Region","H10","H10L","Lower Missouri Region",9,"GREAT PLAINS",9.2,"TEMPERATE PRAIRIES","9.2.3","Western Corn Belt Plains","","Private","MO_1st2nd3rd","Target_Sampled","MO_Streams_MO_1st2n","Base_09Stream","Include","MO","Target","Urban",1,1,"YES",NA,"","","","MO",1.03e+13,"In","PROB",1,"MO0934","MO_10004","NHDPlusV1","MO",29095,"",1,"SmallStreams",1,"NRSA",47,"Western Corn Belt Plains","47f","Rolling Loess Prairies",2500.222903,141233.7,180275,"2014"
"4/29/2019","MOSS-1165",2014-07-17,"Y",1,"PLNLOW","Plains and Lowlands","TPL","Temporate Plains","","",0,0,"Mercer",5139551,NA,274.61,"Region_7","Target-Sampled","YES",143,"NRSA14_ST","MO49315","",728600,"West Muddy Creek","H10L","MS","H10280102","Thompson",40.33135,-93.67325,"Missouri Region","H10","H10L","Lower Missouri Region",9,"GREAT PLAINS",9.2,"TEMPERATE PRAIRIES","9.2.4","Central Irregular Plains","West Muddy Creek","Private","","Target_Sampled","MO_SmallStreams_TPL","Base_NewSmallStreams","Include","MO","Target","NonUrban",1,4930.75521,"YES",NA,"","","","MO",1.03e+13,"R","PROB",2,"MO1165","MO_10050","NHDPlusV1","MO",29129,"",1,"SmallStreams",1,"NRSA",40,"Central Irregular Plains","40a","Loess Flats and Till Plains",863.6716138,195967.6,319714.3,"2014"
"4/29/2019","CTLS-1045",2014-07-24,"Y",1,"EHIGH","Eastern Highlands","NAP","Northern Appalachians","","",0,0,"Fairfield",7717170,NA,95.97,"Region_1","Target-Sampled","YES",118,"NRSA14_ST","CT11750","",211189,"Still River","H01","NE","H01100005","Housatonic",41.39509,-73.42908,"New England Region","H01","","",8,"EASTERN TEMPERATE FORESTS",8.1,"MIXED WOOD PLAINS","8.1.7","Northeastern Coastal Zone","Still River","Private","","Target_Sampled","CT_LargeStreams_NAP","Base_NewLargeStreams","Include","CT","Target","Urban",1,451.93736,"YES",NA,"","","","CT",1.1e+12,"Im","PROB",4,"CT1045","CT_10009","NHDPlusV1","CT",9001,"",4,"LargeStreams",4,"NRSA",59,"Northeastern Coastal Zone","59c","Southern New England Coastal Plains and Hills",217.4920653,1855343,657805.9,"2014"
"4/29/2019","DER9-0901",2014-07-23,"Y",1,"PLNLOW","Plains and Lowlands","CPL","Coastal Plains","Boatable","",0,0,"New Castle",4652178,NA,1.2,"Region_3","Target-Sampled","YES",118,"NRSA14_ST","DE860","",214832,"White Clay Creek","H02","MA","H02040205","Brandywine-Christina",39.70012709,-75.63338589,"Mid-Atlantic Region","H02","","",8,"EASTERN TEMPERATE FORESTS",8.5,"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8.5.1","Middle Atlantic Coastal Plain","White Clay Creek","Private","DE_7th+","Target_Sampled","DE_Rivers_DE_7th+","Base_09River_RVT","Include","DE","Target","Urban",2,1,"YES",NA,"","","","DE",2.04e+12,"In","PROB",5,"DE0901","DE_10002","NHDPlusV1","DE",10003,"",5,"RiversOther",5,"NRSA",63,"Middle Atlantic Coastal Plain","63f","Delmarva Uplands",19.50555675,1717460.075,431331.818,"2014"
"4/29/2019","MTRF-0008",2014-07-22,"Y",1,"PLNLOW","Plains and Lowlands","NPL","Northern Plains","","",NA,NA,"",13257603,NA,NA,"Region_8","Target-Sampled","YES",NA,"","","",1035255,"Yellowstone River","","","H10100001","",46.27139622,-107.314258,"Missouri Region","H10","","",9,"GREAT PLAINS",9.3,"WEST-CENTRAL SEMI-ARID PRAIRIES","9.3.3","Northwestern Great Plains","","","","Target_Sampled","","","","","Target","NonUrban",NA,NA,"YES",NA,"","","","MT",1.01e+13,"R","HAND",8,"","","","MT",NA,"",NA,"",NA,"NRSA",43,"Northwestern Great Plains","43e","Sagebrush Steppe",NA,NA,NA,"2014"
"4/29/2019","TNR9-0903",2014-07-23,"Y",1,"EHIGH","Eastern Highlands","SAP","Southern Appalachians","Boatable","",0,0,"Hamilton",19696533,NA,194.19,"Region_4","Target-Sampled","YES",152,"NRSA14_ST","TN41732","",517033,"Tennessee River","H06","MS","H06020001","Middle Tennessee-Chickamauga",35.10401,-85.3609,"Ohio-Tennessee Region","H05_06","H06","Tennessee Region",8,"EASTERN TEMPERATE FORESTS",8.4,"OZARK/OUACHITA-APPALACHIAN FORESTS","8.4.9","Southwestern Appalachians","Tennessee River","Private","TN_7th+","Target_Sampled","TN_Rivers_TN_7th+","Base_09River","Include","TN","Target","Urban",1,1,"YES",NA,"","","","TN",6.02e+12,"Im","PROB",8,"TN0903","TN_10006","NHDPlusV1","TN",47065,"",8,"RiversMajor",8,"NRSA",68,"Southwestern Appalachians","68c","Plateau Escarpment",52.37322065,959710.3,-214571,"2014"
"4/29/2019","TNRM-1003",2014-07-24,"Y",1,"EHIGH","Eastern Highlands","SAP","Southern Appalachians","","",0,0,"Hamilton",19696569,NA,194.19,"Region_4","Target-Sampled","YES",152,"NRSA14_ST","TN41733","",517033,"Tennessee River","H06","MS","H06020001","Middle Tennessee-Chickamauga",35.06895,-85.3396,"Ohio-Tennessee Region","H05_06","H06","Tennessee Region",8,"EASTERN TEMPERATE FORESTS",8.4,"OZARK/OUACHITA-APPALACHIAN FORESTS","8.4.1","Ridge and Valley","Tennessee River","Private","","Target_Sampled","TN_RiversMajor_SAP","Base_NewRiversMajor","Include","TN","Target","Urban",1,138.67377,"YES",NA,"","","","TN",6.02e+12,"Im","PROB",8,"TN1003","TN_10010","NHDPlusV1","TN",47065,"",8,"RiversMajor",8,"NRSA",67,"Ridge and Valley","67f","Southern Limestone/Dolomite Valleys and Low Rolling Hills",29.05249021,962063.5,-218253.6,"2014"
"4/29/2019","WVRF-0006",2014-07-23,"Y",1,"EHIGH","Eastern Highlands","SAP","Southern Appalachians","","",NA,NA,"",19320917,NA,NA,"Region_3","Target-Sampled","YES",NA,"","","",1551032,"Elk River","","","H5050007","",38.62969529,-80.86688963,"Ohio-Tennessee Region","H05_06","","",8,"EASTERN TEMPERATE FORESTS",8.4,"OZARK/OUACHITA-APPALACHIAN FORESTS","8.4.3","Western Allegheny Plateau","","","","Target_Sampled","","","","","Target","NonUrban",NA,NA,"YES",NA,"","","","WV",5.05e+12,"R","HAND",5,"","","","WV",NA,"",NA,"",NA,"NRSA",70,"Western Allegheny Plateau","70b","Monongahela Transition Zone",NA,NA,NA,"2014"
"4/29/2019","GARM-1004",2014-07-23,"Y",1,"PLNLOW","Plains and Lowlands","CPL","Coastal Plains","","",0,0,"Telfair",6369282,NA,40.69,"Region_4","Target-Sampled","YES",157,"NRSA14_ST","GA45635","",356443,"Ocmulgee River","H03S","SA","H03070104","Lower Ocmulgee",31.77943,-83.01545,"South-Atlantic Region","H03","","",8,"EASTERN TEMPERATE FORESTS",8.3,"SOUTHEASTERN USA PLAINS","8.3.5","Southeastern Plains","Ocmulgee River","Private","","Target_Sampled","GA_RiversMajor_CPL","Base_NewRiversMajor","Include","GA","Target","NonUrban",1,608.2401,"YES",NA,"","","","GA",3.07e+12,"In","PROB",6,"GA1004","GA_10041","NHDPlusV1","GA",13271,"",6,"RiversMajor",6,"NRSA",65,"Southeastern Plains","65p","Southeastern Floodplains and Low Terraces",179.0249506,1220650,-556056.1,"2014"
"4/29/2019","NERM-1001",2014-07-24,"Y",1,"PLNLOW","Plains and Lowlands","TPL","Temporate Plains","","MO:NE",0,0,"Holt",3702546,NA,256.79,"Region_7","Target-Sampled","YES",143,"NRSA14_ST","MO42907","",756398,"Missouri River","H10L","MS","H10240005","Tarkio-Wolf",40.01724,-95.33155,"Missouri Region","H10","H10L","Lower Missouri Region",9,"GREAT PLAINS",9.2,"TEMPERATE PRAIRIES","9.2.3","Western Corn Belt Plains","Missouri River","Private","","Target_Sampled","NE_RiversMajor_TPL","Base_NewRiversMajor","Include","NE","Target","NonUrban",1,330.62245,"YES",NA,"","","","NE",1.02e+13,"In","PROB",9,"NE1001","NE_10014","NHDPlusV1","MO:NE",29087,"",9,"RiversMajor",9,"NRSA",47,"Western Corn Belt Plains","47d","Missouri Alluvial Plain",90.75093726,56552.13,282322.4,"2014"
"4/29/2019","NERM-1005",2014-07-23,"Y",1,"PLNLOW","Plains and Lowlands","TPL","Temporate Plains","","IA:NE",0,0,"Harrison",17246454,NA,304.95,"Region_7","Target-Sampled","YES",143,"NRSA14_ST","IA56062","",756398,"Missouri River","H10L","MS","H10230001","Blackbird-Soldier",41.64471,-96.09547,"Missouri Region","H10","H10L","Lower Missouri Region",9,"GREAT PLAINS",9.2,"TEMPERATE PRAIRIES","9.2.3","Western Corn Belt Plains","Missouri River","Private","","Target_Sampled","NE_RiversMajor_TPL","Base_NewRiversMajor","Include","NE","Target","NonUrban",1,330.62245,"YES",NA,"","","","NE",1.02e+13,"In","PROB",9,"NE1005","NE_10026","NHDPlusV1","IA:NE",19085,"",9,"RiversMajor",9,"NRSA",47,"Western Corn Belt Plains","47d","Missouri Alluvial Plain",90.75093726,-7894.135,464378.5,"2014"
"4/29/2019","WYRF-0101",2014-07-24,"Y",1,"PLNLOW","Plains and Lowlands","NPL","Northern Plains","","",NA,NA,"",9594562,NA,NA,"Region_8","Target-Sampled","YES",NA,"","","",1596919,"South Fork Powder River","","","H10090202","",43.69095527,-106.4771484,"Missouri Region","H10","","",9,"GREAT PLAINS",9.3,"WEST-CENTRAL SEMI-ARID PRAIRIES","9.3.3","Northwestern Great Plains","","","","Target_Sampled","","","","","Target","NonUrban",NA,NA,"YES",NA,"","","","WY",1.01e+13,"In","HAND",5,"","","","WY",NA,"",NA,"",NA,"NRSA",43,"Northwestern Great Plains","43w","Powder River Basin",NA,NA,NA,"2014"
"4/29/2019","MIR9-0904",2014-07-21,"Y",1,"PLNLOW","Plains and Lowlands","TPL","Temporate Plains","Boatable","",0,0,"Tuscola",13008982,NA,187.46,"Region_5","Target-Sampled","YES",116,"NRSA14_ST","MI66616","",622854,"Cass River","H04","GL","H04080205","Cass",43.34147,-83.62441,"Great Lakes Region","H04","","",8,"EASTERN TEMPERATE FORESTS",8.2,"CENTRAL USA PLAINS","8.2.2","Huron/Erie Lake Plains","Cass River","Private","MI_5th","Target_Sampled","MI_Rivers_MI_5th","Base_09River","Include","MI","Target","NonUrban",1,1,"YES",NA,"","","","MI",4.08e+12,"In","PROB",5,"MI0904","MI_10008","NHDPlusV1","MI",26157,"",5,"RiversOther",5,"NRSA",57,"Huron/Erie Lake Plains","57e","Saginaw Lake Plain",74.87145379,995749.4,718979,"2014"
"4/29/2019","WAS9-0916",2014-07-22,"Y",2,"WMTNS","West","WMT","Western Mountains","Wadeable","",0,0,"Thurston",23990765,103,7.14,"Region_10","Target-Sampled","YES",103,"NRSA14_ST","WA145159","",1506612,"Medicine Creek","H17","PN","H17110015","Nisqually",47.05149,-122.7213,"Pacific Northwest Region","H17","","",7,"MARINE WEST COAST FOREST",7.1,"MARINE WEST COAST FOREST","7.1.7","Strait of Georgia/Puget Lowland","Medicine Creek","FWS","WA_1st","Target_Sampled","WA_Streams_WA_1st","Base_09Stream_RVT","Include","WA","Target","NonUrban",2,1,"YES",125,"National Wildlife Refuge","Federal","Fish and Wildlife Service (FWS)","WA",1.71e+13,"Im","PROB",1,"WA0916","WA_10041","NHDPlusV1","WA",53067,"",1,"SmallStreams",1,"NRSA",2,"Puget Lowland","2g","Southern Puget Prairies",1526.039698,-2013328,1351534,"2014"
"4/29/2019","WIR9-0907",2014-07-24,"Y",1,"PLNLOW","Plains and Lowlands","UMW","Upper Midwest","Boatable","",0,0,"Marathon",14732254,NA,359.67,"Region_5","Target-Sampled","YES",148,"NRSA14_ST","WI59281","",1580811,"Wisconsin River","H07","MS","H07070002","Lake Dubay",44.97808,-89.63045,"Upper Mississippi Region","H07","H07","Upper Mississippi Region",8,"EASTERN TEMPERATE FORESTS",8.1,"MIXED WOOD PLAINS","8.1.4","North Central Hardwood Forests","Wisconsin River","Private","WI_5th","Target_Sampled","WI_Rivers_WI_5th","Base_09River","Include","WI","Target","Urban",1,1,"YES",NA,"","","","WI",7.07e+12,"In","PROB",5,"WI0907","WI_10012","NHDPlusV1","WI",55073,"",5,"RiversMajor",5,"NRSA",51,"North Central Hardwood Forests","51b","Central Wisconsin Undulating Till Plain",193.4935712,501346.7,853302.6,"2014"
"4/29/2019","IAR9-0914",2014-07-23,"Y",1,"PLNLOW","Plains and Lowlands","TPL","Temporate Plains","Boatable","",0,0,"Pottawattamie",17209278,NA,300.29,"Region_7","Target-Sampled","YES",143,"NRSA14_ST","IA65382","",454793,"Boyer River","H10L","MS","H10230007","Boyer",41.46759546,-95.90930533,"Missouri Region","H10","H10L","Lower Missouri Region",9,"GREAT PLAINS",9.2,"TEMPERATE PRAIRIES","9.2.3","Western Corn Belt Plains","Boyer River","Private","IA_5th","Target_Sampled","IA_Rivers_IA_5th","Base_09River_RVT","Include","IA","Target","NonUrban",2,1,"YES",NA,"","","","IA",1.02e+13,"Im","PROB",5,"IA0914","IA_10037","NHDPlusV1","IA",19155,"",5,"RiversOther",5,"NRSA",47,"Western Corn Belt Plains","47d","Missouri Alluvial Plain",292.161723,7517.963,444556.025,"2014"
"4/29/2019","NHR9-0901",2014-07-24,"Y",2,"EHIGH","Eastern Highlands","NAP","Northern Appalachians","Boatable","NH:VT",0,0,"Grafton",4595083,NA,127.26,"Region_1","Target-Sampled","YES",118,"NRSA14_ST","NH14868","",206425,"Connecticut River","H01","NE","H01080103","Waits",44.24308,-72.04818,"New England Region","H01","","",5,"NORTHERN FORESTS",5.3,"ATLANTIC HIGHLANDS","5.3.1","Northern Appalachian and Atlantic Maritime Highlands","Connecticut River","Private","NH_4th5th","Target_Sampled","NH_Rivers_NH_4th5th","Base_09River_RVT","Include","NH","Target","NonUrban",2,1,"YES",NA,"","","","NH",1.08e+12,"In","PROB",5,"NH0901","NH_10002","NHDPlusV1","NH:VT",33009,"",5,"RiversMajor",5,"NRSA",58,"Northeastern Highlands","58o","Northern Connecticut Valley",36.47008119,1887160,993718.2,"2014"
"4/29/2019","TXS9-0938",2014-07-24,"Y",1,"PLNLOW","Plains and Lowlands","CPL","Coastal Plains","Wadeable","",0,0,"Houston",1077709,117,61.37,"Region_6","Target-Sampled","YES",141,"NRSA14_ST","TX131616","West",NA,"","H12","TX","H12020002","Middle Neches",31.5161,-95.11218,"Rio Grande-Texas-Gulf Region","H12_13","","",8,"EASTERN TEMPERATE FORESTS",8.3,"SOUTHEASTERN USA PLAINS","8.3.7","South Central Plains","","USFS","TX_3rd","Target_Sampled","TX_Streams_TX_3rd","Base_09Stream","Include","TX","Target","NonUrban",1,1,"YES",130,"Wilderness Area","Federal","Forest Service (USFS)","TX",1.2e+13,"In","PROB",3,"TX0938","TX_10009","NHDPlusV1","TX",48225,"",3,"LargeStreams",3,"NRSA",35,"South Central Plains","35b","Floodplains and Low Terraces",1055.905041,83994.73,-668504.5,"2014"
"4/29/2019","MTRM-1010",2014-07-23,"Y",1,"PLNLOW","Plains and Lowlands","NPL","Northern Plains","","",0,0,"Richland",21871769,NA,573.24,"Region_8","Target-Sampled","YES",142,"NRSA14_ST","MT103974","",1035255,"Yellowstone River","H10U","MS","H10100004","Lower Yellowstone",47.72753,-104.0921,"Missouri Region","H10","H10U","Upper Missouri Region",9,"GREAT PLAINS",9.3,"WEST-CENTRAL SEMI-ARID PRAIRIES","9.3.3","Northwestern Great Plains","Yellowstone River","Private","","Target_Sampled","MT_RiversMajor_NPL","Base_NewRiversMajor","Include","MT","Target","NonUrban",1,514.89047,"YES",NA,"","","","MT",1.01e+13,"In","PROB",8,"MT1010","MT_10119","NHDPlusV1","MT",30083,"",8,"RiversMajor",8,"NRSA",43,"Northwestern Great Plains","43c","River Breaks",174.4325204,-610710.4,1167332,"2014"
"4/29/2019","MTR9-0903",2014-07-24,"Y",1,"PLNLOW","Plains and Lowlands","NPL","Northern Plains","Boatable","",0,0,"Richland",3012121,113,575.14,"Region_8","Target-Sampled","YES",142,"NRSA14_ST","MT174963","",756398,"Missouri River","H10U","MS","H10060005","Charlie-Little Muddy",48.07661,-104.3912,"Missouri Region","H10","H10U","Upper Missouri Region",9,"GREAT PLAINS",9.3,"WEST-CENTRAL SEMI-ARID PRAIRIES","9.3.3","Northwestern Great Plains","Missouri River","State","MT_7th+","Target_Sampled","MT_Rivers_MT_7th+","Base_09River_RVT","Include","MT","Target","NonUrban",2,1,"YES",340,"Resource Management Area","State","State Department of Natural Resources","MT",1.01e+13,"In","PROB",8,"MT0903","MT_10077","NHDPlusV1","MT",30083,"",8,"RiversMajor",8,"NRSA",43,"Northwestern Great Plains","43c","River Breaks",132.622407,-629834.5,1207648,"2014"
